folder_no,img_no,Speed,Steering_angle,Cur_position,Cur_yawangle,direction,weight
straight/0,18,3.9972892317399897,-0.0004483208634087223,"[168.59905868505015, -2.265112381806408]",1.57073239843156,0.0,1
straight/0,19,3.9979176752065633,-0.0003896608355756226,"[168.19929724274252, -2.265073412196254]",1.5706665196623741,0.0,1
straight/0,20,3.998583506513576,-0.00033549503157194417,"[167.79946905710162, -2.265009617932465]",1.570608970164857,0.0,1
straight/0,21,3.9991713814312497,-0.00028562426481274113,"[167.39957745396046, -2.264924203747734]",1.5705591209022673,0.0,1
straight/0,22,3.99961178563177,-0.0002398456308069102,"[166.99963473484243, -2.264820153292509]",1.5705163712958286,0.0,1
straight/0,23,3.9998782952005634,-0.00019795386659610388,"[166.59965756491255, -2.2647002222840222]",1.5704801499769798,0.0,1
straight/0,24,3.9999786274493636,-0.00015974265661633418,"[166.19966313927543, -2.2645669371277974]",1.5704499145068693,0.0,1
straight/0,25,3.9999431127862457,-0.00012500623818424136,"[165.79966648003744, -2.264422601958839]",1.5704251506586926,0.0,1
straight/0,26,3.999814037957453,-9.354140227483781e-05,"[165.39967884937582, -2.264269313124166]",1.5704053718061233,0.0,1
straight/0,27,3.9996371462004427,-6.514963032868608e-05,"[164.99970706792976, -2.264108976410155]",1.5703901186741895,0.0,1
straight/0,28,3.9994545970692092,-3.963876377214158e-05,"[164.5997535573305, -2.263943321410517]",1.5703789592341573,0.0,1
straight/0,29,3.9992988310778737,-1.6823685106350325e-05,"[164.1998170235746, -2.263773910816814]",1.5703714882643685,0.0,1
straight/0,30,3.999188439093575,3.473918314562995e-06,"[163.79989366313916, -2.2636021473617167]",1.5703673263359725,0.0,1
straight/0,31,3.99912786855119,2.1426044306514384e-05,"[163.39997859476426, -2.2634292828907805]",1.57036611849124,0.0,1
straight/0,32,3.999111207080798,3.7198456132109356e-05,"[163.00006709635568, -2.2632564309522643]",1.5703675331345537,0.0,1
straight/0,33,3.999127717961875,5.0950284750885135e-05,"[162.60015534318194, -2.2630845798677157]",1.5703712613805518,0.0,1
straight/0,34,3.99916594033243,6.283365092259431e-05,"[162.20024064771567, -2.2629146023285287]",1.5703770165904414,0.0,1
straight/0,35,3.999215021474446,7.299375715379689e-05,"[161.80032143978718, -2.2627472610455124]",1.5703845336264066,0.0,1
straight/0,36,3.999264665593787,8.156933152295323e-05,"[161.4003972064058, -2.2625832139019617]",1.5703935676756913,0.0,1
straight/0,37,3.999305901299034,8.869288130565767e-05,"[161.0004684047321, -2.262423022081622]",1.5704038929766475,0.0,1
straight/0,38,3.9993331080304912,9.449042569198618e-05,"[160.60053622239982, -2.2622671608227054]",1.5704153018801192,0.0,1
straight/0,39,3.999345535880406,9.908098736006172e-05,"[160.20060214471505, -2.2621160290890003]",1.5704276042922793,0.0,1
straight/0,40,3.999346467779504,0.00010257643535943973,"[159.80066749177408, -2.2619699552735115]",1.5704406271092644,0.0,1
straight/0,41,3.9993403541704944,0.00010508192082213399,"[159.40073316462139, -2.261829200096534]",1.5704542132620856,0.0,1
straight/0,42,3.9993302835041504,0.00010669652060413541,"[159.00079968154185, -2.2616939606036914]",1.5704682204310865,0.0,1
straight/0,43,3.9993177510944378,0.00010751350609289398,"[158.60086734820484, -2.261564377570752]",1.5704825198670629,0.0,1
straight/0,44,3.9993042487821233,0.00010762010758793675,"[158.20093633602235, -2.26144054448188]",1.5704969956504031,0.0,1
straight/0,45,3.999292374918506,0.00010709723797762306,"[157.8010066078323, -2.2613225141667326]",1.5705115442523345,0.0,1
straight/0,46,3.999284926249081,0.00010601970611288769,"[157.40107784042723, -2.2612103014417193]",1.5705260739546325,0.0,1
straight/0,47,3.9992828864409224,0.00010445691702433179,"[157.00114951559235, -2.261103884162253]",1.570540503874222,0.0,1
straight/0,48,3.9992846203671,0.00010247352279836004,"[156.60122116383292, -2.2610032064576195]",1.5705547628095766,0.0,1
straight/0,49,3.9992873524960073,0.00010012955116642321,"[156.20129256141914, -2.260908185119708]",1.5705687883525852,0.0,1
straight/0,50,3.9992895187114845,9.748012623003816e-05,"[155.80136371181214, -2.2608187162930506]",1.5705825264442708,0.0,1
straight/0,51,3.9992916088744415,9.457535088620153e-05,"[155.40143465863142, -2.2607346789947744]",1.5705959310937665,0.0,1
straight/0,52,3.9992947544593607,9.146073780528987e-05,"[155.00150534338246, -2.2606559352227333]",1.5706089638366982,0.0,1
straight/0,53,3.999298760833212,8.817796256500396e-05,"[154.60157565560777, -2.260582329884098]",1.5706215928363108,0.0,1
straight/0,54,3.999301839025545,8.476535358170315e-05,"[154.20164559971272, -2.2605136936658106]",1.57063379196102,0.0,1
straight/0,55,3.999302347926361,8.125782598231747e-05,"[153.80171536937814, -2.2604498484350377]",1.5706455402288846,0.0,1
straight/0,56,3.99930058278438,7.768658153167324e-05,"[153.40178522427726, -2.2603906117309935]",1.5706568216337775,0.0,1
straight/0,57,3.999298570010379,7.407914939837775e-05,"[153.0018552877707, -2.2603357977171377]",1.5706676249794198,0.0,1
straight/0,58,3.999298031771821,7.045995494955361e-05,"[152.6019254780918, -2.2602852156747764]",1.5706779433754838,0.0,1
straight/0,59,3.9992987199681833,6.685101060079444e-05,"[152.2019956436382, -2.2602386696155703]",1.5706877734589992,0.0,1
straight/0,60,3.999298921826719,6.327218322947531e-05,"[151.80206575173182, -2.2601959611317097]",1.5706971147383724,0.0,1
straight/0,61,3.9992975429960635,5.974095780719459e-05,"[151.40213592479702, -2.2601568938321703]",1.5707059693487053,0.0,1
straight/0,62,3.9992954398345333,5.627216764650029e-05,"[151.0022062896537, -2.2601212758094666]",1.570714342079234,0.0,1
straight/0,63,3.999294521130035,5.287818723170677e-05,"[150.6022768138025, -2.2600889186266384]",1.5707222402625454,0.0,1
straight/0,64,3.999295626198529,4.9569559723153107e-05,"[150.20234731648583, -2.260059635020951]",1.5707296732986273,0.0,1
straight/0,65,3.9992975518898843,4.635554167864848e-05,"[149.80241764688583, -2.260033238785908]",1.5707366520183714,0.0,1
straight/0,66,3.999298326783503,4.324413388908693e-05,"[149.40248783445318, -2.2600095477382833]",1.5707431882921299,0.0,1
straight/0,67,3.9992973330190047,4.024173016611721e-05,"[149.00255804565427, -2.25998838714813]",1.5707492950389383,0.0,1
straight/0,68,3.9992959320942076,3.735292941040472e-05,"[148.6026283950001, -2.2599695904083696]",1.570754986370733,0.0,1
straight/0,69,3.999295907400068,3.458086416384683e-05,"[148.20269881902416, -2.259952996693504]",1.5707602774795861,0.0,1
straight/0,70,3.9992974557396663,3.192781678199738e-05,"[147.80276915150105, -2.2599384485976124]",1.5707651841832821,0.0,1
straight/0,71,3.9992989582394833,2.939556926478635e-05,"[147.40283931460377, -2.2599257926689145]",1.5707697224421642,0.0,1
straight/0,72,3.9992987816461794,2.6985222455159057e-05,"[147.00290941213015, -2.25991488246756]",1.570773908208589,0.0,1
straight/0,73,3.999297104856164,2.4696801180158897e-05,"[146.6029796201329, -2.2599055809175534]",1.5707777576176236,0.0,1
straight/0,74,3.9992957379736938,2.252918993924877e-05,"[146.20304999572187, -2.259897759458665]",1.5707812871657696,0.0,1
straight/0,75,3.999296130415202,2.0480568024089943e-05,"[145.80312041611367, -2.2598912950017636]",1.5707845135544123,0.0,1
straight/0,76,3.9992977768276403,1.8548952430172103e-05,"[145.40319071576428, -2.2598860680717086]",1.5707874532610875,0.0,1
straight/0,77,3.9992987898414354,1.6732332423801185e-05,"[145.0032608696433, -2.259881964153769]",1.5707901222159517,0.0,1
straight/0,78,3.999298002481101,1.5028327247457139e-05,"[144.60333101958363, -2.2598788766689166]",1.5707925358552288,0.0,1
straight/0,79,3.9992962658890407,1.3433820638776173e-05,"[144.20340131494905, -2.25987670817095]",1.5707947094161228,0.0,1
straight/0,80,3.9992955026700856,1.194504408001124e-05,"[143.8034717449455, -2.259875368308628]",1.5707966580809394,0.0,1
straight/0,81,3.9992965677396497,1.055807661138363e-05,"[143.40354214908578, -2.259874770659735]",1.5707983967558263,0.0,1
straight/0,82,3.99929829392703,9.269262489951864e-06,"[143.00361239436404, -2.259874831769436]",1.5707999396836871,0.0,1
straight/0,83,3.9992987834478497,8.075135332689682e-06,"[142.60368252239851, -2.2598754732588806]",1.5708013002822847,0.0,1
straight/0,84,3.999297511223425,6.971980477942587e-06,"[142.20375270309546, -2.2598766244510626]",1.570802491355518,0.0,1
straight/0,85,3.9992959052115795,5.955563343426552e-06,"[141.80382304619732, -2.259878222379761]",1.5708035254186241,0.0,1
straight/0,86,3.999295759269466,5.021362348663791e-06,"[141.40389347983702, -2.2598802089449435]",1.5708044147580413,0.0,1
straight/0,87,3.999297240629873,4.165081085376486e-06,"[141.0039638308561, -2.259882528136398]",1.5708051711470288,0.0,1
straight/0,88,3.999298704858848,3.3829017647114457e-06,"[140.60403401759223, -2.259885126164691]",1.5708058055247929,0.0,1
straight/0,89,3.999298523306954,2.6712262474541426e-06,"[140.20410414094783, -2.2598879541087453]",1.5708063279914464,0.0,1
straight/0,90,3.9992968929485513,2.026216125209821e-06,"[139.80417437259507, -2.2598909698967447]",1.5708067481245407,0.0,1
straight/0,91,3.9992956190469267,1.4436628526486728e-06,"[139.40424476445878, -2.259894137179783]",1.5708070752694152,0.0,1
straight/0,92,3.999296111432926,9.193493978513843e-07,"[139.0043151910521, -2.2598974221085184]",1.5708073184881501,0.0,1
straight/0,93,3.999297819393406,4.4951728037954074e-07,"[138.60438548875922, -2.2599007913532874]",1.5708074862333021,0.0,1
straight/0,94,3.999298843717752,3.093401758101975e-08,"[138.20445563741137, -2.2599042133309735]",1.5708075861203652,0.0,1
straight/0,95,3.9992980458080454,-3.3950247608791945e-07,"[137.80452578253616, -2.259907661047671]",1.5708076250651588,0.0,1
straight/0,96,3.9992963117596867,-6.651743369901282e-07,"[137.40459607362496, -2.259911113178676]",1.5708076096490267,0.0,1
straight/0,97,3.9992955681830806,-9.497064523190838e-07,"[137.00466649802084, -2.259914551970833]",1.5708075463232418,0.0,1
straight/0,98,3.999296642179491,-1.1965174627864844e-06,"[136.60473689490638, -2.2599179600866437]",1.570807441243688,0.0,1
straight/0,99,3.9992983424383097,-1.4084532455616767e-06,"[136.20480713387707, -2.2599213196915806]",1.5708072999381053,0.0,1
straight/0,100,3.9992987821159693,-1.5879066170583973e-06,"[135.80487725975868, -2.259924614603495]",1.5708071271947193,0.0,1
straight/0,101,3.9992974739238227,-1.7372886035246964e-06,"[135.40494744284777, -2.2599278329314436]",1.570806927315943,0.0,1
straight/0,102,3.9992958711827327,-1.8593275882408727e-06,"[135.00501778983764, -2.2599309670956464]",1.5708067044758596,0.0,1
straight/0,103,3.999295754043793,-1.95686476015804e-06,"[134.60508822536573, -2.259934011035707]",1.57080646280514,0.0,1
straight/0,104,3.9992972524945536,-2.0323741591889364e-06,"[134.20515857573776, -2.2599369575442823]",1.570806206129605,0.0,1
straight/0,105,3.9992987021644146,-2.0877418798466445e-06,"[133.80522876185063, -2.2599397985327867]",1.5708059376729884,0.0,1
straight/0,106,3.9992984928419304,-2.1245519743137906e-06,"[133.4052988870449, -2.259942527788847]",1.5708056600741274,0.0,1
straight/0,107,3.9992968565657323,-2.1445647719649602e-06,"[133.00536912234915, -2.259945143026418]",1.5708053757195517,0.0,1
straight/0,108,3.9992956101101513,-2.1498602504964993e-06,"[132.605439516552, -2.259947644821996]",1.5708050870418906,0.0,1
straight/0,109,3.999296137490821,-2.1424912426455547e-06,"[132.2055099420057, -2.2599500334954348]",1.5708047964718648,0.0,1
straight/0,110,3.999297852854059,-2.1240357373753904e-06,"[131.80558023637656, -2.2599523072837115]",1.570804506115784,0.0,1
straight/0,111,3.999298851216765,-2.095549662221094e-06,"[131.40565038291214, -2.2599544637287607]",1.5708042175344947,0.0,1
straight/0,112,3.9992980239600477,-2.057977365216841e-06,"[131.00572052902825, -2.25995650263885]",1.5708039318868265,0.0,1
straight/0,113,3.9992962897957534,-2.012569045007449e-06,"[130.6057908226013, -2.259958427242255]",1.5708036502952616,0.0,1
straight/0,114,3.999295574688918,-1.960846722906297e-06,"[130.20586124774476, -2.2599602421651257]",1.570803374044091,0.0,1
straight/0,115,3.999296672902234,-1.9041615942561052e-06,"[129.80593164244505, -2.259961950397987]",1.570803104405587,0.0,1
straight/0,116,3.9992983648708957,-1.8433391697916136e-06,"[129.40600187849023, -2.259963552545014]",1.5708028423018923,0.0,1
straight/0,117,3.9992987717404462,-1.7788112922707798e-06,"[129.0060720038508, -2.2599650491218113]",1.5708025881922236,0.0,1
straight/0,118,3.99929744170353,-1.7110935684142501e-06,"[128.60614218940583, -2.25996644328823]",1.5708023423241586,0.0,1
straight/0,119,3.999295851761648,-1.641083301641443e-06,"[128.20621253918924, -2.259967740924006]",1.5708021050830228,0.0,1
straight/0,120,3.9992957676147833,-1.56985199188803e-06,"[127.80628297485444, -2.25996894791039]",1.5708018770634726,0.0,1
straight/0,121,3.9992972826603244,-1.498167635744688e-06,"[127.4063533226809, -2.2599700675877346]",1.5708016587953049,0.0,1
straight/0,122,3.9992987143476,-1.4262817653125217e-06,"[127.00642350650236, -2.259971101169042]",1.5708014504384862,0.0,1
straight/0,123,3.99929847278933,-1.3542223414029039e-06,"[126.60649363228298, -2.2599720506115406]",1.570801251796231,0.0,1
straight/0,124,3.9992968261833775,-1.2822718633461172e-06,"[126.20656387044346, -2.259972920722999]",1.5708010626412185,0.0,1
straight/0,125,3.99929560309754,-1.211104193016354e-06,"[125.8066342666098, -2.25997371813226]",1.5708008830016997,0.0,1
straight/0,126,3.999296161834381,-1.1414323110276493e-06,"[125.40670469093601, -2.259974448238561]",1.5708007130981385,0.0,1
straight/0,127,3.999297881847265,-1.0735619920225522e-06,"[125.00677498230537, -2.2599751135019193]",1.5708005530083595,0.0,1
straight/0,128,3.9992988530456564,-1.0073507162437662e-06,"[124.60684512725551, -2.2599757149511888]",1.5708004024400783,0.0,1
straight/0,129,3.9992979969389664,-9.426211648726e-07,"[124.20691527492009, -2.2599762552166514]",1.5708002608700755,0.0,1
straight/0,130,3.9992962642062055,-8.795737562873805e-07,"[123.80698557141952, -2.259976739703505]",1.5708001279017136,0.0,1
straight/0,131,3.999295579125615,-8.187435112344713e-07,"[123.40705599759056, -2.259977174588846]",1.5708000034495428,0.0,1
straight/0,132,3.9992967025104726,-7.605522265469388e-07,"[123.0071263902621, -2.2599775638539152]",1.5707998875511793,0.0,1
straight/0,133,3.9992983867650884,-7.049560667170997e-07,"[122.60719662346855, -2.2599779086367]",1.5707997800199904,0.0,1
straight/0,134,3.999298761541612,-6.515826250742691e-07,"[122.20726674833337, -2.259978209615781]",1.5707996803284805,0.0,1
straight/0,135,3.9992974106407324,-6.002080279076324e-07,"[121.80733693629163, -2.2599784697722383]",1.5707995878559147,0.0,1
straight/0,136,3.999295834226173,-5.510468447854492e-07,"[121.407407288716, -2.259978694458073]",1.5707995022288257,0.0,1
straight/0,137,3.999295782991356,-5.0453526831645e-07,"[121.00747772433445, -2.2599788886912746]",1.5707994233796283,0.0,1
straight/0,138,3.9992973138018977,-4.6085039735760096e-07,"[120.60754806948444, -2.2599790546783147]",1.5707993512610903,0.0,1
straight/0,139,3.999298726629217,-4.197013242339408e-07,"[120.2076182509756, -2.259979192313527]",1.5707992855361956,0.0,1
straight/0,140,3.9992984525598345,-3.8062586651825174e-07,"[119.80768837736106, -2.2599793021007435]",1.5707992255900243,0.0,1
straight/0,141,3.9992967959098507,-3.434653382730141e-07,"[119.40775861838893, -2.2599793872538685]",1.5707991708526186,0.0,1
straight/0,142,3.9992955964239187,-3.084918241544398e-07,"[119.00782901649838, -2.2599794526454593]",1.570799121076128,0.0,1
straight/0,143,3.999296186197044,-2.7604816130674704e-07,"[118.6078994396821, -2.259979501772506]",1.5707990762601416,0.0,1
straight/0,144,3.9992979102227095,-2.4610165517593947e-07,"[118.20796972808868, -2.259979535110807]",1.570799036309381,0.0,1
straight/0,145,3.999298853945354,-2.1820823906881445e-07,"[117.8080398715427, -2.2599795516881214]",1.5707990008048962,0.0,1
straight/0,146,3.999297969382243,-1.9192807183282142e-07,"[117.40811002083669, -2.259979552133014]",1.5707989691438176,0.0,1
straight/0,147,3.9992962388059077,-1.6723224183395648e-07,"[117.00818032027993, -2.259979539818181]",1.570798940893364,0.0,1
straight/0,148,3.999295584091591,-1.4444998779169163e-07,"[116.60825074743909, -2.2599795188329486]",1.570798915966745,0.0,1
straight/0,149,3.9992967323245816,-1.2381588534485158e-07,"[116.20832113804549, -2.2599794910404243]",1.5707988944261686,0.0,1
straight/0,150,3.9992984083117036,-1.051204687287398e-07,"[115.80839136842725, -2.2599794554911723]",1.5707988761320073,0.0,1
straight/0,151,3.99929875088677,-8.785286897932664e-08,"[115.40846149284516, -2.25997941084908]",1.570798860627894,0.0,1
straight/0,152,3.999297379606373,-7.167776623793887e-08,"[115.00853168323125, -2.2599793581409093]",1.5707988473895431,0.0,1
straight/0,153,3.9992958172706863,-5.671771740096774e-08,"[114.60860203826265, -2.2599793007815716]",1.5707988361612077,0.0,1
straight/0,154,3.999295798938411,-4.33278583964774e-08,"[114.20867247377257, -2.259979241852047]",1.5707988270061863,0.0,1
straight/0,155,3.999297344937638,-3.161358031027618e-08,"[113.80874281621927, -2.2599791816569805]",1.5707988200152958,0.0,1
straight/0,156,3.9992987383771825,-2.1226954675227826e-08,"[113.40881299541458, -2.2599791182785216]",1.5707988149967274,0.0,1
straight/0,157,3.9992984318730374,-1.1668290758400044e-08,"[113.00888312246104, -2.2599790505161925]",1.5707988114914986,0.0,1
straight/0,158,3.9992967657643583,-2.7583133048347445e-09,"[112.60895336637262, -2.2599789799534897]",1.570798809097145,0.0,1
straight/0,159,3.9992955902990515,5.2430212164337125e-09,"[112.20902376638587, -2.2599789098613248]",1.5707988077400437,0.0,1
straight/0,160,3.9992962108983905,1.2002789058345648e-08,"[111.80909418837902, -2.259978842160349]",1.570798807593724,0.0,1
straight/0,161,3.9992979383176164,1.7559677888787224e-08,"[111.40916447382273, -2.25997877581912]",1.5707988087334928,0.0,1
straight/0,162,3.9992988542367294,2.235320485857405e-08,"[111.00923461583173, -2.2599787084706913]",1.5707988109104263,0.0,1
straight/0,163,3.999297941548929,2.6805022134172462e-08,"[110.60930476680312, -2.2599786394568784]",1.5707988136953073,0.0,1
straight/0,164,3.9992962137536425,3.091707051175642e-08,"[110.20937506918351, -2.259978570924166]",1.5707988168323597,0.0,1
straight/0,165,3.9992955896438103,3.433268312939414e-08,"[109.80944549727775, -2.259978505758353]",1.570798820409658,0.0,1
straight/0,166,3.999296762315209,3.679276313320643e-08,"[109.40951588577877, -2.259978444654678]",1.5707988246566273,0.0,1
straight/0,167,3.999298429434738,3.8480625831802714e-08,"[109.00958611335292, -2.2599783855797653]",1.5707988295929785,0.0,1
straight/0,168,3.999298739685787,3.987269115894803e-08,"[108.60965623737887, -2.259978326225976]",1.570798834918404,0.0,1
straight/0,169,3.9992973485187187,4.126077261412825e-08,"[108.209726430224, -2.2599782667362702]",1.570798840265171,0.0,1
straight/0,170,3.999295800820191,4.247639772494167e-08,"[107.80979678783471, -2.2599782096772913]",1.5707988455327466,0.0,1
straight/0,171,3.999295815395991,4.312325609487461e-08,"[107.40986722317977, -2.259978157293413]",1.5707988509325814,0.0,1
straight/0,172,3.9992973760224464,4.305977101872465e-08,"[107.0099375629006, -2.259978109093107]",1.5707988566929278,0.0,1
straight/0,173,3.9992987495724615,4.2596175874598595e-08,"[106.61000773983615, -2.2599780624498718]",1.5707988627509362,0.0,1
straight/0,174,3.9992984107457303,4.21873495791619e-08,"[106.21007786759836, -2.2599780155527203]",1.5707988687735446,0.0,1
straight/0,175,3.9992967357765776,4.196250759242673e-08,"[105.8101481144064, -2.2599779694326387]",1.5707988744836352,0.0,1
straight/0,176,3.9992955847525105,4.1613991969098003e-08,"[105.41021851628025, -2.2599779268172067]",1.5707988799289967,0.0,1
straight/0,177,3.9992962359549353,4.0768693568681547e-08,"[105.01028893703182, -2.2599778890870033]",1.5707988853951744,0.0,1
straight/0,178,3.999297966149534,3.942987269811263e-08,"[104.61035921951064, -2.2599778547147427]",1.5707988910585897,0.0,1
straight/0,179,3.9992988539396728,3.7999005085917715e-08,"[104.21042936012397, -2.2599778209216814]",1.5707988967646698,0.0,1
straight/0,180,3.999297913449767,3.6853463425591365e-08,"[103.8104995128188, -2.2599777867136788]",1.5707989021770763,0.0,1
straight/0,181,3.999296189057973,3.594899415344786e-08,"[103.41056981812785, -2.259977753927531]",1.57079890713209,0.0,1
straight/0,182,3.999295595777172,3.488843334548181e-08,"[103.01064024710367, -2.2599777251272384]",1.570798911804423,0.0,1
straight/0,183,3.999296792463506,3.338044013382015e-08,"[102.61071063346012, -2.259977700687096]",1.5707989165001397,0.0,1
straight/0,184,3.9992984501185957,3.157909975016492e-08,"[102.21078085824526, -2.259977678301191]",1.5707989213062739,0.0,1
straight/0,185,3.999298727934794,2.992747804647973e-08,"[101.81085098193489, -2.259977655464787]",1.5707989259858932,0.0,1
straight/0,186,3.9992973173841264,2.867888221895726e-08,"[101.41092117726988, -2.259977632173487]",1.570798930234945,0.0,1
straight/0,187,3.999295784875572,2.7627412526368163e-08,"[101.01099153743169, -2.259977610844215]",1.570798934015549,0.0,1
straight/0,188,3.999295832349514,2.6347034451413512e-08,"[100.61106197255594, -2.259977593546565]",1.5707989375955134,0.0,1
straight/0,189,3.999297407047563,2.4673839645109846e-08,"[100.21113230952929, -2.2599775796191364]",1.570798941249999,0.0,1
straight/0,190,3.999298760213518,2.289619452989215e-08,"[99.8112024842419, -2.259977566317795]",1.570798944956346,0.0,1
straight/0,191,3.9992983891878433,2.144176438607233e-08,"[99.4112726127742, -2.2599775517766396]",1.5707989484207,0.0,1
straight/0,192,3.9992967059564997,2.040891273457575e-08,"[99.01134286249025, -2.2599775369946173]",1.5707989514068132,0.0,1
straight/0,193,3.999295579787213,1.946283078882594e-08,"[98.61141326618063, -2.2599775246426446]",1.5707989540018021,0.0,1
straight/0,194,3.999296261356829,1.8211727063828347e-08,"[98.21148368563992, -2.2599775160159727]",1.570798956523751,0.0,1
straight/0,195,3.9992979937086313,1.664554869377253e-08,"[97.81155396515283, -2.2599775095158345]",1.5707989591735387,0.0,1
straight/0,196,3.9992988530500555,1.5150229557010623e-08,"[97.4116241044203, -2.259977502346235]",1.5707989618173266,0.0,1
straight/0,197,3.9992978851005256,1.4081713048077006e-08,"[97.01169425888388, -2.2599774935422534]",1.5707989641410955,0.0,1
straight/0,198,3.9992961647303966,1.3372681741585873e-08,"[96.61176456711216, -2.2599774849677603]",1.5707989660056607,0.0,1
straight/0,199,3.9992956024889468,1.260869993808348e-08,"[96.21183499691573, -2.2599774791751086]",1.5707989676078797,0.0,1
straight/0,200,3.9992968227596273,1.1489232790205003e-08,"[95.81190538108923, -2.259977476503188]",1.570798969269062,0.0,1
straight/0,201,3.9992984703548418,1.0161820113930078e-08,"[95.41197560310498, -2.259977474635855]",1.5707989710853312,0.0,1
straight/0,202,3.999298715639555,9.05845041157976e-09,"[95.01204572651413, -2.259977471110929]",1.5707989728280574,0.0,1
straight/0,203,3.9992972862097735,8.41580729943319e-09,"[94.61211592436908, -2.2599774659941696]",1.570798974204896,0.0,1
straight/0,204,3.9992957694425733,8.012055205277343e-09,"[94.21218628705286, -2.259977461749439]",1.5707989751915905,0.0,1
straight/0,205,3.9992958497961792,7.412410054225612e-09,"[93.81225672190033, -2.259977460449281]",1.57079897606613,0.0,1
straight/0,206,3.999297438000228,6.450889693861124e-09,"[93.41232705610555, -2.259977461422905]",1.5707989771072897,0.0,1
straight/0,207,3.999298770300375,5.413478220789683e-09,"[93.0123972286328, -2.259977461952824]",1.570798978292137,0.0,1
straight/0,208,3.9992983672064937,4.719364092140113e-09,"[92.61246735798927, -2.259977460246578]",1.5707989793283441,0.0,1
straight/0,209,3.999296676319762,4.454154399532998e-09,"[92.21253761062383, -2.259977457384113]",1.5707989799854425,0.0,1
straight/0,210,3.9992955754074195,4.2733187602960224e-09,"[91.812608016086, -2.2599774560786976]",1.570798980357244,0.0,1
straight/0,211,3.999296287098376,3.7830659276971115e-09,"[91.41267843420265, -2.2599774576270644]",1.5707989807640734,0.0,1
straight/0,212,3.9992980209821027,2.9758299538915548e-09,"[91.01274871074965, -2.2599774604348246]",1.5707989814033125,0.0,1
straight/0,213,3.999298851572121,2.2369537419505266e-09,"[90.61281884872152, -2.2599774617541897]",1.5707989821361474,0.0,1
straight/0,214,3.9992978565097124,1.9151164669878173e-09,"[90.21288900499859, -2.2599774607045116]",1.570798982647347,0.0,1
straight/0,215,3.9992961407779974,1.933445926588632e-09,"[89.81295931613558, -2.2599774592220134]",1.5707989828006765,0.0,1
straight/0,216,3.999295609774849,1.873061683268169e-09,"[89.4130297467129, -2.2599774598842153]",1.5707989827953748,0.0,1
straight/0,217,3.999296853195022,1.436299447968369e-09,"[89.0131001286659, -2.2599774630244585]",1.5707989829499642,0.0,1
straight/0,218,3.9992984901391893,7.753832271219504e-10,"[88.61317034793291, -2.259977466340028]",1.570798983353358,0.0,1
straight/0,219,3.9992987028028892,3.216713991123614e-10,"[88.21324047111753, -2.2599774674287785]",1.5707989837705987,0.0,1
straight/0,220,3.9992972550084267,3.0503795399942134e-10,"[87.81331067152149, -2.2599774664378613]",1.5707989839079217,0.0,1
straight/0,221,3.9992957545254333,4.969665888643361e-10,"[87.41338103669719, -2.2599774658836798]",1.5707989837429042,0.0,1
